Count_Cells_Green,Count_Cells_Red,Count_FilteredGreen,Count_FilteredGreenRedDouble,Count_FilteredRed,Count_Nuclei,ExecutionTime_01LoadImages,ExecutionTime_02CorrectIlluminationCalculate,ExecutionTime_03CorrectIlluminationCalculate,ExecutionTime_04CorrectIlluminationCalculate,ExecutionTime_05CorrectIlluminationApply,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07CorrectIlluminationApply,ExecutionTime_08IdentifyPrimaryObjects,ExecutionTime_09IdentifySecondaryObjects,ExecutionTime_10IdentifySecondaryObjects,ExecutionTime_11MeasureImageIntensity,ExecutionTime_12CalculateMath,ExecutionTime_13CalculateMath,ExecutionTime_14ApplyThreshold,ExecutionTime_15ApplyThreshold,ExecutionTime_16MeasureObjectSizeShape,ExecutionTime_17MeasureObjectIntensity,ExecutionTime_18MeasureObjectIntensity,ExecutionTime_19ConserveMemory,ExecutionTime_20FilterObjects,ExecutionTime_21FilterObjects,ExecutionTime_22RelateObjects,ExecutionTime_23FilterObjects,ExecutionTime_24RescaleIntensity,ExecutionTime_25RescaleIntensity,ExecutionTime_26RescaleIntensity,ExecutionTime_27GrayToColor,ExecutionTime_28OverlayOutlines,ExecutionTime_29OverlayOutlines,ExecutionTime_30SaveImages,ExecutionTime_31SaveImages,ExecutionTime_32SaveImages,FileName_DAPI,FileName_FITC,FileName_PI,Group_Index,Group_Number,ImageNumber,Intensity_MADIntensity_CorrGreen_Cells_Green,Intensity_MADIntensity_CorrRed_Cells_Red,Intensity_MaxIntensity_CorrGreen_Cells_Green,Intensity_MaxIntensity_CorrRed_Cells_Red,Intensity_MeanIntensity_CorrGreen_Cells_Green,Intensity_MeanIntensity_CorrRed_Cells_Red,Intensity_MedianIntensity_CorrGreen_Cells_Green,Intensity_MedianIntensity_CorrRed_Cells_Red,Intensity_MinIntensity_CorrGreen_Cells_Green,Intensity_MinIntensity_CorrRed_Cells_Red,Intensity_PercentMaximal_CorrGreen_Cells_Green,Intensity_PercentMaximal_CorrRed_Cells_Red,Intensity_StdIntensity_CorrGreen_Cells_Green,Intensity_StdIntensity_CorrRed_Cells_Red,Intensity_TotalArea_CorrGreen_Cells_Green,Intensity_TotalArea_CorrRed_Cells_Red,Intensity_TotalIntensity_CorrGreen_Cells_Green,Intensity_TotalIntensity_CorrRed_Cells_Red,MD5Digest_DAPI,MD5Digest_FITC,MD5Digest_PI,Math_Math_Green,Math_Math_Red,Metadata_Date,Metadata_Run,ModuleError_01LoadImages,ModuleError_02CorrectIlluminationCalculate,ModuleError_03CorrectIlluminationCalculate,ModuleError_04CorrectIlluminationCalculate,ModuleError_05CorrectIlluminationApply,ModuleError_06CorrectIlluminationApply,ModuleError_07CorrectIlluminationApply,ModuleError_08IdentifyPrimaryObjects,ModuleError_09IdentifySecondaryObjects,ModuleError_10IdentifySecondaryObjects,ModuleError_11MeasureImageIntensity,ModuleError_12CalculateMath,ModuleError_13CalculateMath,ModuleError_14ApplyThreshold,ModuleError_15ApplyThreshold,ModuleError_16MeasureObjectSizeShape,ModuleError_17MeasureObjectIntensity,ModuleError_18MeasureObjectIntensity,ModuleError_19ConserveMemory,ModuleError_20FilterObjects,ModuleError_21FilterObjects,ModuleError_22RelateObjects,ModuleError_23FilterObjects,ModuleError_24RescaleIntensity,ModuleError_25RescaleIntensity,ModuleError_26RescaleIntensity,ModuleError_27GrayToColor,ModuleError_28OverlayOutlines,ModuleError_29OverlayOutlines,ModuleError_30SaveImages,ModuleError_31SaveImages,ModuleError_32SaveImages,PathName_DAPI,PathName_FITC,PathName_PI,Scaling_DAPI,Scaling_FITC,Scaling_PI,Threshold_FinalThreshold_Cells_Green,Threshold_FinalThreshold_Cells_Red,Threshold_FinalThreshold_Nuclei,Threshold_FinalThreshold_ThreshGreen,Threshold_FinalThreshold_ThreshRed,Threshold_OrigThreshold_Cells_Green,Threshold_OrigThreshold_Cells_Red,Threshold_OrigThreshold_Nuclei,Threshold_OrigThreshold_ThreshGreen,Threshold_OrigThreshold_ThreshRed,Threshold_SumOfEntropies_Cells_Green,Threshold_SumOfEntropies_Cells_Red,Threshold_SumOfEntropies_Nuclei,Threshold_SumOfEntropies_ThreshGreen,Threshold_SumOfEntropies_ThreshRed,Threshold_WeightedVariance_Cells_Green,Threshold_WeightedVariance_Cells_Red,Threshold_WeightedVariance_Nuclei,Threshold_WeightedVariance_ThreshGreen,Threshold_WeightedVariance_ThreshRed
365.0,365.0,7.0,0.0,28.0,365.0,0.203125,3.5625,3.328125,2.984375,0.03125,0.015625,0.015625,4.546875,3.484375,3.171875,0.046875,0,0,0.828125,0.84375,8.25,0.171875,0.15625,0.03125,0.203125,0.203125,0.015625,0.046875,0.03125,0.015625,0.015625,0.390625,1.515625,1.015625,0.125,0.078125,0.09375,330R2_14_0003.tif,330R2_14_0001.tif,330R2_14_0002.tif,40,1,40,0.000267428113148,0.000305539462715,0.0130002,0.0422157,0.00272220703426,0.00261308726649,0.00265902187675,0.00235109822825,0.00148443,0.00124544,0.00181317087322,0.00134774522224,0.000507545052322,0.0010972106705,55152,74198,150.135,193.886,699279312f90ee64c52a796c87d43504,3ca6dae666cfded74742739b9ef610e7,f84ff48147343f1fab7510e5e6957df6,0.00664755469188,0.00587774557061,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00355078227535,0.00291278545673,0.00789306532694,0.00664755469188,0.00587774557061,0.00257874160586,0.00199589702787,0.008,0.00664755469188,0.00587774557061,-11.5403628224,-11.5785164865,-11.5892054806,-11.52997106,-11.5147529127,0.015301395622,0.0366868252674,0.277405322789,0.0334963089842,0.0716069238993
450.0,450.0,13.0,9.0,63.0,450.0,0.234375,4.0625,3.203125,3.5,0.03125,0.015625,0.015625,4.65625,3.5,3.4375,0.09375,0,0,0.828125,0.828125,7.859375,0.203125,0.1875,0.03125,0.203125,0.203125,0.015625,0.171875,0.03125,0.015625,0.03125,0.390625,1.515625,1.015625,0.109375,0.09375,0.09375,330R2_15_0003.tif,330R2_15_0001.tif,330R2_15_0002.tif,41,1,41,0.000222030212171,0.000241273781285,0.0412141,0.0209728,0.0026323548308,0.00293414940124,0.00238819466904,0.00261156633496,0.0014233,0.00142493,0.00150281025518,0.000990834778301,0.00213963939332,0.00114691871501,66542,100925,175.162,296.129,f0e1afcafc7847168a6563c3ca3caff0,a413858e5243b43fc377f1ad55f63ed2,ea36f677ea546f7839e2d997435c6c02,0.0059704866726,0.00652891583741,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00340059720553,0.0033767477587,0.00789306532694,0.0059704866726,0.00652891583741,0.00244846949222,0.00236085807491,0.008,0.0059704866726,0.00652891583741,-11.5551968192,-11.5623865428,-11.701040814,-11.5466913583,-11.5068107705,0.0237943951162,0.028178513693,0.184109101772,0.0346976326589,0.0509001761596
315.0,315.0,5.0,3.0,34.0,315.0,0.234375,3.53125,3.375,3.03125,0.03125,0.015625,0.015625,4.59375,3.625,3.46875,0.09375,0,0,0.8125,0.828125,8.3125,0.140625,0.140625,0.03125,0.203125,0.203125,0.03125,0.15625,0.015625,0.03125,0.015625,0.390625,1.515625,1.03125,0.109375,0.09375,0.09375,330R2_16_0003.tif,330R2_16_0001.tif,330R2_16_0002.tif,42,1,42,0.000210487982258,0.00021898758132,0.0133787,0.015297,0.00252282313142,0.0025056817988,0.00246445299126,0.00231534754857,0.00147917,0.001352,0.00202819186695,0.00133301341011,0.00062355233395,0.000778032611703,49305,75018,124.388,187.971,1c49d52c0c093b5abb6225e34b7d9903,d4a87a0a439a9afa2f6f7b7bab57455e,7188afa0bd9601dbccaaa2e6da2c200c,0.00616113247816,0.00578836887144,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00340059720553,0.00293944078036,0.00789306532694,0.00616113247816,0.00578836887144,0.00243940126001,0.00203503548771,0.008,0.00616113247816,0.00578836887144,-11.5418714698,-11.5645242131,-11.6371052805,-11.5249632417,-11.5357299853,0.0123600771741,0.0189579242737,0.18482279689,0.027218131941,0.0360248341801
418.0,418.0,16.0,12.0,42.0,418.0,0.25,3.640625,3.40625,3.0625,0.03125,0.015625,0.015625,4.59375,3.484375,3.3125,0.0625,0,0,0.84375,0.828125,8.390625,0.15625,0.15625,0.03125,0.203125,0.203125,0.03125,0.15625,0.015625,0.03125,0.03125,0.390625,1.5,1.015625,0.109375,0.09375,0.09375,330R2_17_0003.tif,330R2_17_0001.tif,330R2_17_0002.tif,43,1,43,0.000223492155783,0.000263014575467,0.0328381,0.0364674,0.00257283599782,0.00263989610183,0.00242589740083,0.00232715904713,0.00145324,0.00125042,0.001554001554,0.0011592858799,0.00100705347702,0.0014945349301,64350,86260,165.562,227.717,017968a9a0bb53fc535db2754173f542,b1f928dcdab0f92fce13fc0f2f8d0462,2b9d855d6107b15a3fd1a08d06fa5f6c,0.00606474350207,0.00581789761782,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.0033767477587,0.00291278545673,0.00789306532694,0.00606474350207,0.00581789761782,0.00236102412812,0.00200818808592,0.008,0.00606474350207,0.00581789761782,-11.5613501803,-11.5751409489,-11.5750086422,-11.528370264,-11.5360773994,0.0165368779163,0.029903600745,0.309426617475,0.0322754322587,0.049724614441
430.0,430.0,19.0,8.0,55.0,430.0,0.234375,3.859375,3.109375,3.375,0.03125,0.015625,0.015625,4.625,3.671875,3.296875,0.0625,0.015625,0.015625,0.859375,0.8125,8.203125,0.15625,0.171875,0.03125,0.203125,0.203125,0.03125,0.140625,0.03125,0.015625,0.03125,0.375,1.5,1.03125,0.109375,0.09375,0.078125,330R2_18_0003.tif,330R2_18_0001.tif,330R2_18_0002.tif,44,1,44,0.000219827401452,0.000318025937304,0.0238043,0.0352941,0.00269232164395,0.00335061149358,0.00251476513222,0.00303218583576,0.00153303,0.00168427,0.00153912454596,0.00113619578926,0.0011998984291,0.00120376458132,64972,88013,174.926,294.897,df178da502fed5376690fbb5940258e6,8b32c016c9a80536e92061b60d2ab11f,abb834ee2bf61ec8b4de51bcf5d2cd0f,0.00628691283055,0.00758046458941,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00342217537284,0.00371860736877,0.00789306532694,0.00628691283055,0.00758046458941,0.00253835459678,0.0027315517163,0.008,0.00628691283055,0.00758046458941,-11.5671124986,-11.5561976654,-11.6895504115,-11.5375775336,-11.5258002007,0.0171100346627,0.0232864103309,0.174079513213,0.026817298336,0.0379966060321
415.0,415.0,20.0,14.0,49.0,415.0,0.25,3.84375,3.046875,3.390625,0.015625,0.015625,0.015625,4.625,3.578125,3.4375,0.078125,0,0,0.828125,0.84375,8.125,0.140625,0.171875,0.03125,0.203125,0.203125,0.03125,0.15625,0.015625,0.015625,0.03125,0.390625,1.515625,1.015625,0.125,0.078125,0.109375,330R2_19_0003.tif,330R2_19_0001.tif,330R2_19_0002.tif,45,1,45,0.00023082899861,0.00029493519105,0.0140303,0.0151989,0.00274191527722,0.00313696734907,0.00249406625517,0.0027690497227,0.00145923,0.00123817,0.00153734991621,0.00121502253867,0.00129700656529,0.00123862134708,65047,82303,178.353,258.182,cfca073c21370e46ba59ead9842190f6,b8c09ef4bd879ef4b557ac4b83d961c9,669090d1486419ef82cc6efa5e2d6625,0.00623516563792,0.00692262430675,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00340059720553,0.00342217537284,0.00789306532694,0.00623516563792,0.00692262430675,0.00249409760476,0.00252830115593,0.008,0.00623516563792,0.00692262430675,-11.5559637563,-11.5638380467,-11.7138682848,-11.5290745087,-11.5203016973,0.0188898216403,0.0228646741305,0.202326974776,0.0296221269537,0.0405950556805
354.0,354.0,23.0,2.0,11.0,354.0,0.234375,3.875,3.09375,3.25,0.015625,0.03125,0.015625,4.59375,2.828125,3.5,0.0625,0,0,0.8125,0.828125,8.03125,0.140625,0.15625,0.03125,0.203125,0.203125,0.03125,0.15625,0.046875,0.03125,0.03125,0.390625,1.515625,1.015625,0.140625,0.078125,0.109375,330R2_1_0003.tif,330R2_1_0001.tif,330R2_1_0002.tif,46,1,46,0.000273774145171,0.000386617612094,0.0455521,0.0260834,0.00383417077031,0.00532315070011,0.00318756047636,0.00504389498383,0.00215771,0.00327085,0.00231433266218,0.00145651572309,0.00354222478174,0.00122719807352,43209,68657,165.671,365.472,8d7de686104a32230ab751d35a81f387,7a01c84e7279a9f05bd21f0fe804800c,7185dfc8860afcd891c86c7593e9fdea,0.00796890119091,0.0126097374596,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00674413045247,0.00583965594952,0.00789306532694,0.00796890119091,0.0126097374596,0.00572018037479,0.00482337817951,0.008,0.00796890119091,0.0126097374596,-11.5303221089,-11.5779689367,-11.6805238888,-11.546164929,-11.5067806294,0.0253755112436,0.00738803954592,0.0876985976593,0.0259455067831,0.0147416500511
304.0,304.0,5.0,0.0,29.0,304.0,0.21875,3.65625,3.484375,3.125,0.015625,0.03125,0.015625,4.5625,3.53125,3.5625,0.078125,0,0,0.828125,0.84375,8.03125,0.140625,0.15625,0.03125,0.203125,0.203125,0.015625,0.046875,0.03125,0.015625,0.015625,0.390625,1.515625,1.015625,0.125,0.078125,0.09375,330R2_20_0003.tif,330R2_20_0001.tif,330R2_20_0002.tif,47,1,47,0.000204756041057,0.000210006488487,0.0124697,0.0246839,0.00253872110885,0.00261828802382,0.00248775491491,0.00240785023198,0.00162002,0.00135805,0.00223064911889,0.00141860069228,0.000489849072682,0.000820562882656,44830,70492,113.811,184.568,fcaefa6ac99556cd002c4b7efb85c7d9,ac1d2d39c142bdc3ca7d5b6b1458fb68,f83cfe7b1fb32fbaa17bea750ac895e9,0.00621938728727,0.00601962557994,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00342217537284,0.00312032050311,0.00789306532694,0.00621938728727,0.00601962557994,0.00255072630641,0.00215596557738,0.008,0.00621938728727,0.00601962557994,-11.5613833942,-11.5717630179,-11.677461918,-11.5233602605,-11.5068713357,0.0129635838678,0.0175055290512,0.215246924039,0.0264993617115,0.0378150346952
324.0,324.0,12.0,3.0,32.0,324.0,0.3125,3.828125,3.0,3.3125,0.015625,0.03125,0.015625,4.53125,3.46875,3.328125,0.09375,0,0,0.84375,0.828125,7.71875,0.125,0.15625,0.03125,0.203125,0.203125,0.03125,0.15625,0.015625,0.03125,0.015625,0.390625,1.53125,1.015625,0.09375,0.109375,0.09375,330R2_21_0003.tif,330R2_21_0001.tif,330R2_21_0002.tif,48,1,48,0.000238809501752,0.000286282273009,0.0489388,0.0200619,0.00266622330585,0.00280933577503,0.00240651960485,0.00253099831752,0.0014171,0.00150298,0.00199932023112,0.00142930650049,0.00266861100791,0.00103245697265,50017,69964,133.356,196.552,6e989d50c991ada3111b9371d548ce5a,fbcd6403476f98f05ad53e76d034c81f,889da367d7442cd47a8efe569215d3fa,0.00601629901212,0.00632749579381,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00340059720553,0.00319306215915,0.00789306532694,0.00601629901212,0.00632749579381,0.00241341525207,0.00220519349408,0.008,0.00601629901212,0.00632749579381,-11.5702393308,-11.5618326356,-11.7049576801,-11.5202901126,-11.5229256669,0.020231752539,0.0241426665207,0.227707550022,0.0317298173272,0.045977350466
471.0,471.0,10.0,3.0,33.0,471.0,0.25,3.40625,3.296875,3.46875,0.015625,0.015625,0.015625,4.671875,3.78125,3.4375,0.09375,0,0,0.828125,0.8125,8.546875,0.203125,0.171875,0.03125,0.203125,0.203125,0.03125,0.15625,0.015625,0.03125,0.046875,0.390625,1.484375,1.03125,0.140625,0.09375,0.078125,330R2_22_0003.tif,330R2_22_0001.tif,330R2_22_0002.tif,49,1,49,0.000308099202812,0.000453593209386,0.0235794,0.0513654,0.0032607280868,0.00471930639158,0.00315355020575,0.00438198819757,0.00173744,0.00238063,0.00104612358904,0.000988064184649,0.00108947955298,0.00175362227098,95591,101208,311.696,477.632,838d348d23b0651b1ea93d362a8ddd98,815bef77685318892e8cd9be9fe4f90c,b11dbc0dcb42500fde9dc86aab30d5ab,0.00788387551438,0.0109549704939,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00403208711525,0.00497390382802,0.00810116363984,0.00788387551438,0.0109549704939,0.00313113473164,0.00410650592229,0.008,0.00788387551438,0.0109549704939,-11.5549738111,-11.4925956256,-11.9861399482,-11.5082885905,-11.450064157,0.0143914166222,0.0207849288387,0.0713375776242,0.0279537915551,0.0275163002082
441.0,441.0,15.0,6.0,37.0,441.0,0.25,3.46875,3.328125,3.015625,0.015625,0.015625,0.03125,4.65625,3.6875,3.640625,0.078125,0,0,0.828125,0.8125,8.484375,0.15625,0.171875,0.03125,0.203125,0.203125,0.03125,0.15625,0.015625,0.015625,0.03125,0.390625,1.515625,1.03125,0.140625,0.09375,0.078125,330R2_23_0003.tif,330R2_23_0001.tif,330R2_23_0002.tif,50,1,50,0.000251166871749,0.0003689059522,0.0424358,0.0383727,0.00295063179843,0.00412729733747,0.00283954548649,0.00389027106576,0.00178591,0.0023547,0.00132840936263,0.00114543601022,0.0012473036939,0.00114016268564,75278,87303,222.118,360.325,40814ddf14c331ef37c00b02df134793,16704a99d8cc60d09e5e1bb7952c87da,23b7d3d656004d16a98eb1341fafd209,0.00709886371624,0.00972567766439,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00388840895433,0.0047395114241,0.00790252078433,0.00709886371624,0.00972567766439,0.00295457511091,0.0037208117604,0.008,0.00709886371624,0.00972567766439,-11.551056597,-11.5599416633,-11.7891728012,-11.5208957054,-11.4795809999,0.0116405837837,0.0125971584168,0.0723498195173,0.0238880410435,0.0228849337757
526.0,526.0,19.0,1.0,20.0,526.0,0.234375,3.703125,3.46875,3.15625,0.015625,0.03125,0.015625,4.734375,3.703125,3.578125,0.078125,0,0,0.84375,0.796875,8.609375,0.1875,0.1875,0.03125,0.203125,0.203125,0.03125,0.15625,0.015625,0.015625,0.03125,0.390625,1.5,1.03125,0.109375,0.09375,0.09375,330R2_24_0003.tif,330R2_24_0001.tif,330R2_24_0002.tif,51,1,51,0.000268463161774,0.000430609565228,0.0436473,0.0290583,0.00328528696751,0.00536000229807,0.00315166055225,0.00515641551465,0.00200142,0.00295117,0.000998841344041,0.000900998306123,0.00118089940516,0.00114174527829,100116,110988,328.91,594.896,1bd296bd6080ff5156bae69b622aea91,37c2854dabb709c69423e6994fd80b74,ba47dbca9320ab00abb96f0155802cb3,0.00787915138062,0.0128910387866,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00425061665205,0.00585070811574,0.00801967145277,0.00787915138062,0.0128910387866,0.00325332603147,0.00499942749891,0.008,0.00787915138062,0.0128910387866,-11.5465502567,-11.569107429,-11.8836945972,-11.5085235795,-11.4397446106,0.0145608215602,0.0103179189613,0.069103199818,0.0244379423868,0.0183999197763
378.0,378.0,18.0,4.0,18.0,378.0,0.21875,3.796875,3.0,3.3125,0.015625,0.015625,0.03125,4.625,3.546875,3.59375,0.078125,0,0,0.8125,0.8125,7.8125,0.15625,0.15625,0.03125,0.203125,0.203125,0.03125,0.15625,0.015625,0.015625,0.046875,0.390625,1.515625,1.03125,0.109375,0.09375,0.078125,330R2_25_0003.tif,330R2_25_0001.tif,330R2_25_0002.tif,52,1,52,0.000276358565316,0.000389562454075,0.0355853,0.0450312,0.00367645764188,0.00572288128259,0.00337400659919,0.0054798964411,0.00203372,0.00330547,0.00142245487262,0.0012936610608,0.00183508072382,0.00126198969408,70301,77300,258.459,442.379,0c3b019465a3f3531779776bd8a52110,3a755c1e014884ab1cb8879127f9d20b,6a11f91ea5e78c858e4a0b38cc840810,0.00843501649797,0.0136997411028,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00437622070313,0.00626667134009,0.00797473425153,0.00843501649797,0.0136997411028,0.00340545858189,0.00533566277361,0.008,0.00843501649797,0.0136997411028,-11.5543365354,-11.5060502099,-11.7701173753,-11.522840672,-11.3713404445,0.0139558645395,0.00714373432568,0.057985683883,0.0230771937063,0.0126401088888
316.0,316.0,21.0,3.0,16.0,316.0,0.21875,3.859375,3.09375,3.375,0.015625,0.015625,0.03125,4.59375,2.828125,3.53125,0.0625,0.03125,0.015625,0.84375,0.8125,7.84375,0.125,0.140625,0.03125,0.203125,0.203125,0.03125,0.15625,0.015625,0.015625,0.046875,0.390625,1.515625,1.03125,0.125,0.078125,0.09375,330R2_2_0003.tif,330R2_2_0001.tif,330R2_2_0002.tif,53,1,53,0.000219272682443,0.000403560930863,0.0543393,0.027144,0.00409705982022,0.00566320040438,0.00320439459756,0.0053549008444,0.0021766,0.00352163,0.00307986079029,0.00191182655909,0.00464747660473,0.00135640408331,32469,52306,133.027,296.219,09c233a1108f824c103ba13667ee8f58,b891c73b0489a61498069ca9e72c9764,cb2a8d30fad4cf48ce012e7b3a7cb6e2,0.0080109864939,0.013387252111,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00626667134009,0.00618581392405,0.00789306532694,0.0080109864939,0.013387252111,0.00531773189196,0.00516231550915,0.008,0.0080109864939,0.013387252111,-11.5472464357,-11.5889885139,-11.6444760596,-11.5413549564,-11.4848767302,0.0246871489534,0.00808839519713,0.0963511284003,0.0244291826648,0.0138326941498
550.0,550.0,43.0,16.0,50.0,550.0,0.21875,3.890625,3.0625,3.28125,0.03125,0.015625,0.015625,4.703125,3.34375,2.9375,0.09375,0,0,0.796875,0.8125,8.484375,0.15625,0.15625,0.03125,0.21875,0.203125,0.015625,0.15625,0.03125,0.015625,0.03125,0.390625,1.515625,1.03125,0.125,0.078125,0.09375,330R2_3_0003.tif,330R2_3_0001.tif,330R2_3_0002.tif,54,1,54,0.000348962959833,0.000601080013439,0.0521259,0.0532935,0.00394297324295,0.00576825059292,0.00345320999622,0.00504510290921,0.00215338,0.00319021,0.00110251152125,0.00138827187916,0.00276269704381,0.0022968018221,90702,72032,357.636,415.499,927e83acd1c65f05e2f968c42d5c38f4,feae4e09dfae78e075124c4e53d01fb7,c1f512e0e3d18831159495a36070336e,0.00863302499056,0.012612757273,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00448615818715,0.00710763433779,0.00789306532694,0.00863302499056,0.012612757273,0.00355638256892,0.0061526213259,0.008,0.00863302499056,0.012612757273,-11.5382466502,-11.5022964394,-11.8028056194,-11.5217248415,-11.3895094706,0.0195590112823,0.0168346401656,0.142649661873,0.0286985673913,0.0236358744291
557.0,557.0,31.0,4.0,39.0,557.0,0.203125,3.984375,3.1875,3.515625,0.015625,0.015625,0.015625,4.75,3.5,3.4375,0.078125,0,0,0.8125,0.84375,9.078125,0.171875,0.171875,0.03125,0.21875,0.203125,0.03125,0.140625,0.03125,0.046875,0.015625,0.390625,1.5,1.015625,0.140625,0.09375,0.078125,330R2_4_0003.tif,330R2_4_0001.tif,330R2_4_0002.tif,55,1,55,0.000476874411106,0.000617309007794,0.0386951,0.0448045,0.00381732404329,0.00512050776628,0.00339565309696,0.00472875032574,0.0019529,0.00269701,0.00115691197057,0.00100696822008,0.00175016461864,0.00154040047112,86437,99308,329.958,508.507,8c6fef0b80b7afe38fc3e810bd611b6f,f6f1881cfb0b54c78a64ca833284df7f,9fff0245a4f346a243fb5e3618596527,0.0084891327424,0.0118218758143,Till,2012-03-15 something something,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,G:\Till\2012-03-15 something something,65535,65535,65535,0.00437622070313,0.00535184420072,0.00789306532694,0.0084891327424,0.0118218758143,0.00346641215361,0.00440312068905,0.008,0.0084891327424,0.0118218758143,-11.534844719,-11.4779623047,-11.6858914319,-11.4823923167,-11.3869413988,0.028189405986,0.0191789817641,0.122231230664,0.0494075950956,0.0363948599729
